Customer_ID,Generation,Gender,Region,Diet,Spice_Preference,Menu_ITEM,Price_USD,Calories,Taste_Rating,Portion_Rating,Freshness_Rating,Value_for_Price,Likelihood_to_Recommend,Overall_Sat
CUST_0061,Gen X,Male,Midwest,Flexitarian,Medium,Chicken Burrito,9.94,740,3,2,10,9,7,7
CUST_0062,Gen X,Male,Midwest,Flexitarian,Medium,Steak Bowl,11.81,710,7,5,9,8,3,6
CUST_0063,Gen X,Male,Midwest,Flexitarian,Medium,Veggie Bowl,9.18,590,6,3,10,9,9,3
CUST_0064,Gen X,Male,Midwest,Flexitarian,Medium,Barbacoa Tacos (3),12.86,650,5,4,5,4,5,3
CUST_0065,Gen X,Male,Midwest,Flexitarian,Medium,Carnitas Salad,10.34,620,7,8,5,4,3,5
CUST_0066,Gen X,Male,West,Omnivore,Hot,Chicken Burrito,11.44,740,5,7,8,7,6,5
CUST_0067,Gen X,Male,West,Omnivore,Hot,Steak Bowl,10.58,710,2,2,7,6,7,4
CUST_0068,Gen X,Male,West,Omnivore,Hot,Veggie Bowl,9.81,590,7,6,10,9,4,8
CUST_0069,Gen X,Male,West,Omnivore,Hot,Barbacoa Tacos (3),11.98,650,5,2,4,3,10,10
CUST_0070,Gen X,Male,West,Omnivore,Hot,Carnitas Salad,10.64,620,8,8,10,9,5,6
CUST_0071,Gen Z,Female,Midwest,Vegetarian,Medium,Chicken Burrito,10.32,740,7,4,6,5,5,3
CUST_0072,Gen Z,Female,Midwest,Vegetarian,Medium,Steak Bowl,11.57,710,6,4,7,6,6,7
CUST_0073,Gen Z,Female,Midwest,Vegetarian,Medium,Veggie Bowl,9.47,590,4,8,9,8,5,3
CUST_0074,Gen Z,Female,Midwest,Vegetarian,Medium,Barbacoa Tacos (3),12.18,650,7,8,5,4,4,6
CUST_0075,Gen Z,Female,Midwest,Vegetarian,Medium,Carnitas Salad,11.53,620,5,4,8,7,8,8
CUST_0076,Millennial,Female,South,Omnivore,Medium,Chicken Burrito,10.03,740,4,6,10,9,7,7
CUST_0077,Millennial,Female,South,Omnivore,Medium,Steak Bowl,11.9,710,2,5,6,5,6,8
CUST_0078,Millennial,Female,South,Omnivore,Medium,Veggie Bowl,10.94,590,3,6,10,9,7,5
CUST_0079,Millennial,Female,South,Omnivore,Medium,Barbacoa Tacos (3),11.82,650,6,8,4,3,9,5
CUST_0080,Millennial,Female,South,Omnivore,Medium,Carnitas Salad,10.62,620,8,7,4,3,3,7
CUST_0081,Gen Z,Male,South,Vegan,Hot,Chicken Burrito,11.5,740,5,7,5,4,6,3
CUST_0082,Gen Z,Male,South,Vegan,Hot,Steak Bowl,11.43,710,8,6,6,5,4,7
CUST_0083,Gen Z,Male,South,Vegan,Hot,Veggie Bowl,9.8,590,2,2,3,2,3,5
CUST_0084,Gen Z,Male,South,Vegan,Hot,Barbacoa Tacos (3),12.23,650,8,7,6,5,9,3
CUST_0085,Gen Z,Male,South,Vegan,Hot,Carnitas Salad,12.07,620,6,6,8,7,6,7
CUST_0086,Millennial,Female,South,Omnivore,Mild,Chicken Burrito,9.49,740,5,6,4,3,9,8
CUST_0087,Millennial,Female,South,Omnivore,Mild,Steak Bowl,11.6,710,7,2,8,7,7,5
CUST_0088,Millennial,Female,South,Omnivore,Mild,Veggie Bowl,10.81,590,6,3,3,2,4,8
CUST_0089,Millennial,Female,South,Omnivore,Mild,Barbacoa Tacos (3),11.03,650,7,2,3,2,4,8
CUST_0090,Millennial,Female,South,Omnivore,Mild,Carnitas Salad,10.16,620,2,8,9,8,5,7
CUST_0091,Gen X,Female,South,Flexitarian,Medium,Chicken Burrito,10.32,740,8,7,9,8,5,6
CUST_0092,Gen X,Female,South,Flexitarian,Medium,Steak Bowl,11.34,710,3,5,3,2,4,8
CUST_0093,Gen X,Female,South,Flexitarian,Medium,Veggie Bowl,9.95,590,8,3,3,2,9,8
CUST_0094,Gen X,Female,South,Flexitarian,Medium,Barbacoa Tacos (3),11.22,650,4,7,8,7,3,5
CUST_0095,Gen X,Female,South,Flexitarian,Medium,Carnitas Salad,9.96,620,4,2,8,7,8,5
CUST_0096,Millennial,Male,Northeast,Flexitarian,Medium,Chicken Burrito,9.51,740,8,2,8,7,7,5
CUST_0097,Millennial,Male,Northeast,Flexitarian,Medium,Steak Bowl,11.59,710,6,2,6,5,9,7
CUST_0098,Millennial,Male,Northeast,Flexitarian,Medium,Veggie Bowl,10.3,590,5,2,9,8,10,10
CUST_0099,Millennial,Male,Northeast,Flexitarian,Medium,Barbacoa Tacos (3),12.42,650,4,6,9,8,5,10
CUST_0100,Millennial,Male,Northeast,Flexitarian,Medium,Carnitas Salad,10.44,620,5,4,9,8,8,5
CUST_0101,Boomer,Male,South,Flexitarian,Mild,Chicken Burrito,11.39,740,6,6,6,5,10,8
CUST_0102,Boomer,Male,South,Flexitarian,Mild,Steak Bowl,10.98,710,5,7,7,6,3,4
CUST_0103,Boomer,Male,South,Flexitarian,Mild,Veggie Bowl,9.74,590,5,3,3,2,9,7
CUST_0104,Boomer,Male,South,Flexitarian,Mild,Barbacoa Tacos (3),12.09,650,7,2,9,8,4,10
CUST_0105,Boomer,Male,South,Flexitarian,Mild,Carnitas Salad,11.66,620,5,4,8,7,9,10
CUST_0106,Millennial,Female,Midwest,Flexitarian,Mild,Chicken Burrito,11.54,740,8,5,8,7,4,3
CUST_0107,Millennial,Female,Midwest,Flexitarian,Mild,Steak Bowl,10.78,710,5,3,6,5,6,9
CUST_0108,Millennial,Female,Midwest,Flexitarian,Mild,Veggie Bowl,10.4,590,8,6,7,6,9,8
CUST_0109,Millennial,Female,Midwest,Flexitarian,Mild,Barbacoa Tacos (3),11.8,650,5,2,5,4,7,8
CUST_0110,Millennial,Female,Midwest,Flexitarian,Mild,Carnitas Salad,10.8,620,3,2,3,2,10,4
CUST_0111,Millennial,Male,West,Vegan,Hot,Chicken Burrito,11.02,740,3,7,3,2,4,4
CUST_0112,Millennial,Male,West,Vegan,Hot,Steak Bowl,10.95,710,3,7,9,8,5,8
CUST_0113,Millennial,Male,West,Vegan,Hot,Veggie Bowl,10.45,590,2,7,4,3,3,5
CUST_0114,Millennial,Male,West,Vegan,Hot,Barbacoa Tacos (3),12.28,650,2,8,3,2,3,3
CUST_0115,Millennial,Male,West,Vegan,Hot,Carnitas Salad,11.17,620,5,8,6,5,8,6
CUST_0116,Millennial,Male,Midwest,Omnivore,Medium,Chicken Burrito,9.61,740,5,8,10,9,10,10
CUST_0117,Millennial,Male,Midwest,Omnivore,Medium,Steak Bowl,12.22,710,8,4,8,7,8,7
CUST_0118,Millennial,Male,Midwest,Omnivore,Medium,Veggie Bowl,9.91,590,8,8,9,8,4,3
CUST_0119,Millennial,Male,Midwest,Omnivore,Medium,Barbacoa Tacos (3),12.04,650,5,2,6,5,5,8
CUST_0120,Millennial,Male,Midwest,Omnivore,Medium,Carnitas Salad,10.02,620,6,5,8,7,4,5
CUST_0121,Gen X,Male,Northeast,Omnivore,Hot,Chicken Burrito,9.81,740,7,4,10,9,5,4
CUST_0122,Gen X,Male,Northeast,Omnivore,Hot,Steak Bowl,11.77,710,3,7,3,2,8,9
CUST_0123,Gen X,Male,Northeast,Omnivore,Hot,Veggie Bowl,9.15,590,7,7,8,7,3,5
CUST_0124,Gen X,Male,Northeast,Omnivore,Hot,Barbacoa Tacos (3),11.84,650,5,6,3,2,6,4
CUST_0125,Gen X,Male,Northeast,Omnivore,Hot,Carnitas Salad,11.4,620,3,7,7,6,6,7
CUST_0126,Gen X,Male,Midwest,Vegan,Hot,Chicken Burrito,9.62,740,3,7,10,9,10,9
CUST_0127,Gen X,Male,Midwest,Vegan,Hot,Steak Bowl,12.18,710,4,3,5,4,5,6
CUST_0128,Gen X,Male,Midwest,Vegan,Hot,Veggie Bowl,9.15,590,2,2,9,8,4,3
CUST_0129,Gen X,Male,Midwest,Vegan,Hot,Barbacoa Tacos (3),12.94,650,3,5,9,8,8,9
CUST_0130,Gen X,Male,Midwest,Vegan,Hot,Carnitas Salad,11.94,620,5,7,8,7,6,10
CUST_0131,Gen Z,Male,Midwest,Vegetarian,Hot,Chicken Burrito,10.78,740,4,6,5,4,6,9
CUST_0132,Gen Z,Male,Midwest,Vegetarian,Hot,Steak Bowl,12.15,710,4,4,10,9,5,7
CUST_0133,Gen Z,Male,Midwest,Vegetarian,Hot,Veggie Bowl,10.57,590,8,3,3,2,10,6
CUST_0134,Gen Z,Male,Midwest,Vegetarian,Hot,Barbacoa Tacos (3),12.3,650,3,5,8,7,4,8
CUST_0135,Gen Z,Male,Midwest,Vegetarian,Hot,Carnitas Salad,10.5,620,4,7,5,4,9,9
CUST_0136,Millennial,Male,Northeast,Flexitarian,Mild,Chicken Burrito,10.88,740,4,3,3,2,3,9
CUST_0137,Millennial,Male,Northeast,Flexitarian,Mild,Steak Bowl,10.87,710,4,2,6,5,7,4
CUST_0138,Millennial,Male,Northeast,Flexitarian,Mild,Veggie Bowl,9.49,590,8,2,7,6,8,5
CUST_0139,Millennial,Male,Northeast,Flexitarian,Mild,Barbacoa Tacos (3),12.47,650,2,6,9,8,5,7
CUST_0140,Millennial,Male,Northeast,Flexitarian,Mild,Carnitas Salad,11.44,620,6,8,9,8,8,8
CUST_0141,Boomer,Male,West,Omnivore,Medium,Chicken Burrito,9.58,740,3,3,9,8,5,10
CUST_0142,Boomer,Male,West,Omnivore,Medium,Steak Bowl,12.59,710,8,3,3,2,10,10
CUST_0143,Boomer,Male,West,Omnivore,Medium,Veggie Bowl,10.29,590,2,8,4,3,6,10
CUST_0144,Boomer,Male,West,Omnivore,Medium,Barbacoa Tacos (3),11.52,650,6,5,8,7,10,9
CUST_0145,Boomer,Male,West,Omnivore,Medium,Carnitas Salad,10.65,620,6,3,9,8,5,9
CUST_0146,Boomer,Male,Northeast,Vegan,Mild,Chicken Burrito,10.94,740,8,8,6,5,6,5
CUST_0147,Boomer,Male,Northeast,Vegan,Mild,Steak Bowl,10.83,710,3,8,7,6,8,7
CUST_0148,Boomer,Male,Northeast,Vegan,Mild,Veggie Bowl,9.69,590,6,7,5,4,4,10
CUST_0149,Boomer,Male,Northeast,Vegan,Mild,Barbacoa Tacos (3),11.64,650,8,6,4,3,6,5
CUST_0150,Boomer,Male,Northeast,Vegan,Mild,Carnitas Salad,11.4,620,8,7,6,5,9,6
CUST_0151,Gen Z,Female,Midwest,Vegetarian,Hot,Chicken Burrito,9.96,740,5,5,7,6,9,5
CUST_0152,Gen Z,Female,Midwest,Vegetarian,Hot,Steak Bowl,11.48,710,2,3,3,2,5,10
CUST_0153,Gen Z,Female,Midwest,Vegetarian,Hot,Veggie Bowl,10.55,590,3,7,4,3,8,5
CUST_0154,Gen Z,Female,Midwest,Vegetarian,Hot,Barbacoa Tacos (3),13.1,650,8,5,5,4,6,8
CUST_0155,Gen Z,Female,Midwest,Vegetarian,Hot,Carnitas Salad,9.91,620,8,6,6,5,4,5
CUST_0156,Gen Z,Male,West,Vegetarian,Mild,Chicken Burrito,10.21,740,8,4,6,5,7,6
CUST_0157,Gen Z,Male,West,Vegetarian,Mild,Steak Bowl,11.64,710,6,7,9,8,4,8
CUST_0158,Gen Z,Male,West,Vegetarian,Mild,Veggie Bowl,10.78,590,7,7,3,2,8,9
CUST_0159,Gen Z,Male,West,Vegetarian,Mild,Barbacoa Tacos (3),11.58,650,5,8,9,8,9,4
CUST_0160,Gen Z,Male,West,Vegetarian,Mild,Carnitas Salad,10.68,620,2,3,7,6,4,4
CUST_0161,Boomer,Female,Midwest,Vegetarian,Medium,Chicken Burrito,11.21,740,4,8,3,2,8,8
CUST_0162,Boomer,Female,Midwest,Vegetarian,Medium,Steak Bowl,10.77,710,5,4,5,4,3,10
CUST_0163,Boomer,Female,Midwest,Vegetarian,Medium,Veggie Bowl,10.63,590,3,5,5,4,8,7
CUST_0164,Boomer,Female,Midwest,Vegetarian,Medium,Barbacoa Tacos (3),11.31,650,2,7,3,2,4,10
CUST_0165,Boomer,Female,Midwest,Vegetarian,Medium,Carnitas Salad,12.02,620,8,8,3,2,9,5
CUST_0166,Gen X,Male,Northeast,Flexitarian,Mild,Chicken Burrito,11.13,740,6,4,9,8,8,5
CUST_0167,Gen X,Male,Northeast,Flexitarian,Mild,Steak Bowl,11.25,710,2,6,10,9,8,5
CUST_0168,Gen X,Male,Northeast,Flexitarian,Mild,Veggie Bowl,9.55,590,7,4,10,9,4,7
CUST_0169,Gen X,Male,Northeast,Flexitarian,Mild,Barbacoa Tacos (3),11.38,650,4,3,4,3,3,4
CUST_0170,Gen X,Male,Northeast,Flexitarian,Mild,Carnitas Salad,10.91,620,5,3,7,6,6,4
CUST_0171,Gen X,Female,South,Omnivore,Medium,Chicken Burrito,10.12,740,8,4,3,2,3,5
CUST_0172,Gen X,Female,South,Omnivore,Medium,Steak Bowl,10.51,710,6,5,8,7,6,6
CUST_0173,Gen X,Female,South,Omnivore,Medium,Veggie Bowl,9.75,590,3,4,5,4,5,8
CUST_0174,Gen X,Female,South,Omnivore,Medium,Barbacoa Tacos (3),13.06,650,3,2,7,6,9,3
CUST_0175,Gen X,Female,South,Omnivore,Medium,Carnitas Salad,11.32,620,2,4,9,8,3,8
CUST_0176,Millennial,Male,Midwest,Vegan,Medium,Chicken Burrito,10.83,740,7,3,7,6,8,5
CUST_0177,Millennial,Male,Midwest,Vegan,Medium,Steak Bowl,12.13,710,6,5,4,3,3,8
CUST_0178,Millennial,Male,Midwest,Vegan,Medium,Veggie Bowl,10.56,590,6,8,7,6,10,10
CUST_0179,Millennial,Male,Midwest,Vegan,Medium,Barbacoa Tacos (3),11.95,650,7,7,4,3,7,5
CUST_0180,Millennial,Male,Midwest,Vegan,Medium,Carnitas Salad,11.78,620,8,4,5,4,3,7
CUST_0181,Gen X,Female,Northeast,Vegan,Mild,Chicken Burrito,9.6,740,4,3,7,6,10,10
CUST_0182,Gen X,Female,Northeast,Vegan,Mild,Steak Bowl,11.98,710,8,5,8,7,5,4
CUST_0183,Gen X,Female,Northeast,Vegan,Mild,Veggie Bowl,9.81,590,4,3,5,4,4,5
CUST_0184,Gen X,Female,Northeast,Vegan,Mild,Barbacoa Tacos (3),11.68,650,5,3,7,6,3,9
CUST_0185,Gen X,Female,Northeast,Vegan,Mild,Carnitas Salad,10.63,620,2,6,5,4,3,8
CUST_0186,Gen X,Female,Midwest,Flexitarian,Medium,Chicken Burrito,9.46,740,2,2,8,7,10,10
CUST_0187,Gen X,Female,Midwest,Flexitarian,Medium,Steak Bowl,11.99,710,7,6,7,6,6,9
CUST_0188,Gen X,Female,Midwest,Flexitarian,Medium,Veggie Bowl,9.29,590,5,5,8,7,3,8
CUST_0189,Gen X,Female,Midwest,Flexitarian,Medium,Barbacoa Tacos (3),13.18,650,5,5,5,4,3,3
CUST_0190,Gen X,Female,Midwest,Flexitarian,Medium,Carnitas Salad,10.65,620,3,8,8,7,9,7
CUST_0191,Gen Z,Female,South,Vegetarian,Hot,Chicken Burrito,9.44,740,2,5,5,4,5,6
CUST_0192,Gen Z,Female,South,Vegetarian,Hot,Steak Bowl,10.94,710,8,5,4,3,3,10
CUST_0193,Gen Z,Female,South,Vegetarian,Hot,Veggie Bowl,10.33,590,7,4,4,3,5,8
CUST_0194,Gen Z,Female,South,Vegetarian,Hot,Barbacoa Tacos (3),12.4,650,8,5,6,5,8,5
CUST_0195,Gen Z,Female,South,Vegetarian,Hot,Carnitas Salad,12.02,620,7,3,10,9,10,5
CUST_0196,Gen X,Female,West,Omnivore,Hot,Chicken Burrito,10.14,740,2,5,4,3,5,3
CUST_0197,Gen X,Female,West,Omnivore,Hot,Steak Bowl,11.59,710,6,7,3,2,9,3
CUST_0198,Gen X,Female,West,Omnivore,Hot,Veggie Bowl,10.1,590,4,2,8,7,3,4
CUST_0199,Gen X,Female,West,Omnivore,Hot,Barbacoa Tacos (3),12.13,650,7,7,7,6,6,9
CUST_0200,Gen X,Female,West,Omnivore,Hot,Carnitas Salad,11.18,620,8,2,5,4,9,8
CUST_0201,Boomer,Male,Midwest,Vegetarian,Medium,Chicken Burrito,10.86,740,4,4,3,2,5,10
CUST_0202,Boomer,Male,Midwest,Vegetarian,Medium,Steak Bowl,11.77,710,5,3,6,5,4,5
CUST_0203,Boomer,Male,Midwest,Vegetarian,Medium,Veggie Bowl,9.14,590,2,5,6,5,7,8
CUST_0204,Boomer,Male,Midwest,Vegetarian,Medium,Barbacoa Tacos (3),11.5,650,6,7,4,3,3,8
CUST_0205,Boomer,Male,Midwest,Vegetarian,Medium,Carnitas Salad,11.75,620,8,7,8,7,4,4
CUST_0206,Gen X,Female,Northeast,Vegan,Medium,Chicken Burrito,9.46,740,4,7,8,7,7,3
CUST_0207,Gen X,Female,Northeast,Vegan,Medium,Steak Bowl,11.35,710,7,8,7,6,3,3
CUST_0208,Gen X,Female,Northeast,Vegan,Medium,Veggie Bowl,10.99,590,3,2,5,4,6,5
CUST_0209,Gen X,Female,Northeast,Vegan,Medium,Barbacoa Tacos (3),12.84,650,4,6,8,7,6,9
CUST_0210,Gen X,Female,Northeast,Vegan,Medium,Carnitas Salad,10.25,620,6,2,10,9,6,10
CUST_0211,Millennial,Male,West,Vegetarian,Medium,Chicken Burrito,11.02,740,5,3,8,7,5,3
CUST_0212,Millennial,Male,West,Vegetarian,Medium,Steak Bowl,11.1,710,6,8,10,9,8,5
CUST_0213,Millennial,Male,West,Vegetarian,Medium,Veggie Bowl,9.95,590,8,4,8,7,10,8
CUST_0214,Millennial,Male,West,Vegetarian,Medium,Barbacoa Tacos (3),13.1,650,2,7,7,6,7,3
CUST_0215,Millennial,Male,West,Vegetarian,Medium,Carnitas Salad,10.94,620,6,6,5,4,7,9
CUST_0216,Boomer,Female,South,Omnivore,Hot,Chicken Burrito,11.4,740,3,6,3,2,8,7
CUST_0217,Boomer,Female,South,Omnivore,Hot,Steak Bowl,11.29,710,2,2,5,4,10,9
CUST_0218,Boomer,Female,South,Omnivore,Hot,Veggie Bowl,10.07,590,6,2,8,7,7,5
CUST_0219,Boomer,Female,South,Omnivore,Hot,Barbacoa Tacos (3),12.51,650,4,6,5,4,4,8
CUST_0220,Boomer,Female,South,Omnivore,Hot,Carnitas Salad,10.96,620,8,6,5,4,3,5
CUST_0221,Boomer,Female,Northeast,Vegetarian,Medium,Chicken Burrito,11.16,740,6,2,5,4,8,10
CUST_0222,Boomer,Female,Northeast,Vegetarian,Medium,Steak Bowl,12.25,710,6,2,8,7,9,9
CUST_0223,Boomer,Female,Northeast,Vegetarian,Medium,Veggie Bowl,9.79,590,6,7,3,2,6,6
CUST_0224,Boomer,Female,Northeast,Vegetarian,Medium,Barbacoa Tacos (3),12.76,650,6,4,5,4,10,8
CUST_0225,Boomer,Female,Northeast,Vegetarian,Medium,Carnitas Salad,11.82,620,8,2,3,2,8,7
CUST_0226,Gen X,Male,West,Omnivore,Medium,Chicken Burrito,10.76,740,4,7,5,4,8,7
CUST_0227,Gen X,Male,West,Omnivore,Medium,Steak Bowl,11.51,710,5,6,6,5,7,6
CUST_0228,Gen X,Male,West,Omnivore,Medium,Veggie Bowl,10.4,590,2,6,5,4,3,7
CUST_0229,Gen X,Male,West,Omnivore,Medium,Barbacoa Tacos (3),12.51,650,6,2,6,5,4,10
CUST_0230,Gen X,Male,West,Omnivore,Medium,Carnitas Salad,11.61,620,5,8,8,7,7,4
CUST_0231,Gen Z,Male,West,Flexitarian,Medium,Chicken Burrito,9.88,740,4,7,4,3,7,6
CUST_0232,Gen Z,Male,West,Flexitarian,Medium,Steak Bowl,11.43,710,2,6,7,6,9,9
CUST_0233,Gen Z,Male,West,Flexitarian,Medium,Veggie Bowl,10.42,590,6,3,10,9,5,3
CUST_0234,Gen Z,Male,West,Flexitarian,Medium,Barbacoa Tacos (3),11.2,650,5,3,9,8,3,5
CUST_0235,Gen Z,Male,West,Flexitarian,Medium,Carnitas Salad,11.82,620,2,7,3,2,10,5
CUST_0236,Gen Z,Male,Northeast,Flexitarian,Hot,Chicken Burrito,11.14,740,3,8,4,3,4,7
CUST_0237,Gen Z,Male,Northeast,Flexitarian,Hot,Steak Bowl,11.98,710,7,4,8,7,6,10
CUST_0238,Gen Z,Male,Northeast,Flexitarian,Hot,Veggie Bowl,10.12,590,3,7,3,2,7,3
CUST_0239,Gen Z,Male,Northeast,Flexitarian,Hot,Barbacoa Tacos (3),12.79,650,8,3,10,9,5,9
CUST_0240,Gen Z,Male,Northeast,Flexitarian,Hot,Carnitas Salad,10.65,620,7,4,10,9,3,9
CUST_0241,Boomer,Female,Northeast,Flexitarian,Mild,Chicken Burrito,10.78,740,2,8,7,6,10,3
