Product_ID,Sale_Date,Sales_Rep,Region,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel
1064,1/4/23,Eve,East,10,Electronics,4764.96,5074.42,New,0.03,Cash,Online
1060,12/16/23,Eve,East,44,Clothing,3784.96,4276.99,New,0.015,Bank Transfer,Retail
1021,11/27/23,Alice,South,31,Furniture,2254.99,2441.79,Returning,0.06,Bank Transfer,Online
1033,11/14/23,David,South,23,Furniture,2981.5,3360.4,Returning,0.055,Bank Transfer,Retail
1076,12/16/23,Eve,East,30,Clothing,3519.63,3774.65,New,0.05,Credit Card,Retail
1058,4/5/23,Alice,North,33,Furniture,1011.65,1084.28,Returning,0.0175,Bank Transfer,Retail
1022,6/1/23,David,East,9,Electronics,2263.65,2558.95,New,0.0075,Cash,Online
1089,11/7/23,Bob,West,47,Furniture,4157.62,4314.56,New,0.0425,Bank Transfer,Retail
1049,5/17/23,Alice,West,1,Furniture,3290.89,3317.75,Returning,0.0425,Bank Transfer,Online
1091,9/4/23,Charlie,South,44,Food,2085.46,2406.58,Returning,0.015,Bank Transfer,Retail
1059,8/31/23,Alice,North,35,Food,3333.64,3764.52,Returning,0.005,Credit Card,Online
1042,1/31/23,Alice,North,11,Food,635.2,814.14,Returning,0.005,Cash,Online
1092,2/9/23,David,West,34,Furniture,2037.41,2238.65,New,0.075,Credit Card,Online
1060,8/17/23,Bob,East,16,Clothing,3975.99,4422.59,New,0.06,Cash,Online
1080,2/5/23,Charlie,South,9,Electronics,1141.52,1550.19,New,0.07,Credit Card,Retail
1015,8/11/23,Eve,East,32,Furniture,970.51,1330.84,Returning,0.015,Cash,Retail
1062,1/6/23,Eve,East,15,Clothing,4756.55,4888.46,New,0.0725,Credit Card,Online
1062,11/18/23,Alice,East,12,Furniture,1088.99,1545,Returning,0.01,Bank Transfer,Retail
1047,8/8/23,David,North,33,Electronics,1341.55,1427.21,Returning,0.0375,Credit Card,Online
1062,3/16/23,David,West,45,Furniture,4849.6,5166.72,Returning,0.0625,Credit Card,Online
1051,1/4/23,Eve,North,14,Electronics,3686.81,3710.92,New,0.025,Bank Transfer,Retail
1055,12/1/23,Charlie,West,8,Furniture,3513,3838.42,Returning,0.0325,Bank Transfer,Online
1064,5/14/23,Bob,South,8,Electronics,4271.99,4417.79,Returning,0.01,Cash,Online
1003,4/28/23,Charlie,South,27,Furniture,623.32,853.66,Returning,0.01,Cash,Online
1051,4/4/23,Bob,East,12,Electronics,3544.48,3723.66,Returning,0.0475,Cash,Online
1007,3/3/23,Eve,West,1,Food,2543.26,2637.91,Returning,0.05,Credit Card,Online
1021,7/13/23,Bob,West,43,Furniture,4154.3,4469.07,Returning,0.0575,Cash,Retail
1073,12/1/23,David,West,40,Furniture,2565.3,3007.47,Returning,0.0425,Credit Card,Retail
1039,7/22/23,Alice,East,42,Clothing,3120.19,3600.14,Returning,0.0475,Credit Card,Retail
1018,1/26/23,Alice,East,11,Clothing,2414.82,2519.07,Returning,0,Cash,Online
1004,6/22/23,Eve,South,39,Electronics,2416.89,2778.4,Returning,0.0125,Cash,Online
1089,10/27/23,David,North,43,Furniture,3851.45,4186.98,Returning,0.075,Credit Card,Online
1060,5/13/23,Charlie,West,31,Electronics,3161.4,3339.66,Returning,0.005,Bank Transfer,Online
1014,11/22/23,David,West,17,Food,3184.65,3204.01,New,0.05,Bank Transfer,Online
1009,4/28/23,Alice,North,33,Clothing,2278.9,2626.9,New,0.0125,Credit Card,Online
1090,11/20/23,Alice,West,32,Electronics,2678.99,3152.28,Returning,0.055,Cash,Retail
1053,10/2/23,David,East,29,Electronics,3741.3,4061.04,Returning,0.0525,Credit Card,Online
1002,7/31/23,David,East,21,Clothing,4138.41,4361.7,Returning,0.0175,Credit Card,Retail
1084,8/13/23,Alice,West,21,Furniture,3497.98,3765.31,New,0.02,Cash,Online
1092,1/20/23,Charlie,East,40,Electronics,4624.16,4731.98,New,0.05,Bank Transfer,Retail
1060,4/23/23,Eve,East,23,Clothing,4110.6,4488.37,New,0.03,Credit Card,Online
1071,5/20/23,Eve,West,6,Furniture,2831.23,3206.98,Returning,0.015,Bank Transfer,Retail
1044,2/16/23,David,South,22,Food,3373.46,3454.76,Returning,0.055,Bank Transfer,Retail
1008,1/1/23,Eve,North,38,Clothing,4635.23,5075.44,Returning,0.0125,Cash,Online
1047,3/31/23,Alice,East,37,Electronics,3114.88,3256.78,Returning,0.065,Credit Card,Online
1035,5/22/23,Alice,South,45,Food,4132.79,4624.1,New,0.0375,Credit Card,Retail
1078,11/16/23,David,East,8,Furniture,3459.61,3657.23,Returning,0.0075,Bank Transfer,Online
1081,2/7/23,David,East,41,Furniture,2782.08,2879.24,New,0.0525,Bank Transfer,Online
1036,10/20/23,David,North,49,Clothing,1247.1,1429.44,New,0.04,Cash,Online
1050,5/19/23,Charlie,East,35,Clothing,2158.69,2384.38,Returning,0.0225,Bank Transfer,Retail
1004,12/22/23,Eve,North,11,Clothing,4840.33,4884.29,New,0.0325,Cash,Online
1002,11/29/23,David,North,24,Furniture,3305.94,3599.27,New,0.0225,Credit Card,Retail
1006,9/16/23,Bob,North,49,Food,2843.76,3146.6,New,0.02,Cash,Retail
1054,6/10/23,Bob,South,21,Furniture,4668.14,5040.22,New,0.0125,Bank Transfer,Online
1004,6/27/23,Alice,West,2,Electronics,2953.23,2977.52,Returning,0.0275,Credit Card,Retail
1054,1/10/23,Eve,South,40,Furniture,2654.11,2929.32,Returning,0.02,Cash,Online
1093,9/18/23,David,West,19,Electronics,3808.59,3844.51,New,0.0525,Credit Card,Online
1063,5/18/23,Bob,West,39,Food,3577.69,3931.25,Returning,0.0525,Cash,Retail
1018,6/21/23,Eve,North,28,Clothing,1006.14,1043.45,New,0.0375,Bank Transfer,Retail
1090,1/13/23,Alice,East,17,Clothing,2382.98,2839.73,Returning,0.0575,Bank Transfer,Retail
1044,6/17/23,Charlie,North,6,Furniture,2388.95,2742.97,Returning,0.0625,Credit Card,Retail
1034,5/10/23,Eve,East,19,Clothing,1922.21,2180.83,Returning,0.0425,Credit Card,Retail
1074,3/25/23,Eve,West,38,Food,2610.6,2836.94,Returning,0.0475,Credit Card,Online
1062,11/17/23,Charlie,North,28,Clothing,2094.88,2168.91,Returning,0.02,Cash,Retail
1100,11/15/23,Eve,East,2,Furniture,1036.76,1189.35,New,0.0675,Bank Transfer,Online
1014,4/11/23,Alice,South,38,Food,2091.21,2527,Returning,0.0025,Credit Card,Online
1095,11/25/23,Alice,East,37,Electronics,407.77,860.95,New,0.025,Credit Card,Retail
1048,9/30/23,Charlie,North,4,Furniture,2900.14,2910.51,New,0.055,Credit Card,Retail
1015,9/22/23,David,South,22,Electronics,4275.59,4576.72,Returning,0.005,Cash,Retail
1072,2/7/23,Bob,East,26,Food,3640.17,4002.63,New,0.0125,Credit Card,Retail
1078,4/4/23,David,East,49,Furniture,1833.95,2147.14,Returning,0.045,Credit Card,Retail
1087,4/5/23,Eve,East,43,Furniture,481,531.02,New,0.0425,Cash,Online
1062,11/1/23,Bob,East,36,Food,1050.64,1167.33,New,0.055,Cash,Online
1040,3/10/23,Charlie,East,13,Clothing,2750.18,2882.85,Returning,0.06,Credit Card,Online
1085,11/14/23,Charlie,South,32,Furniture,1074.93,1492.48,Returning,0.01,Credit Card,Retail
1080,8/24/23,Bob,West,17,Furniture,2742.67,2979.64,Returning,0.0025,Cash,Retail
1082,11/30/23,Alice,South,41,Electronics,1196.42,1444.97,Returning,0.0525,Bank Transfer,Online
1053,5/17/23,Bob,South,36,Clothing,4252.17,4720.27,New,0.0225,Cash,Retail
1024,3/17/23,Eve,South,46,Electronics,2016.49,2338.66,Returning,0.0475,Bank Transfer,Retail
1026,2/4/23,Alice,West,19,Electronics,1265.48,1715.83,New,0.0125,Credit Card,Retail
1089,1/1/23,Charlie,North,35,Clothing,4071.01,4304.7,New,0.035,Credit Card,Online
1060,10/23/23,Bob,West,46,Clothing,1747.05,1830.27,New,0.0375,Bank Transfer,Retail
1041,11/16/23,David,South,40,Food,601.86,1067.53,New,0.045,Cash,Online
1029,3/1/23,David,East,28,Clothing,2873.53,3108.3,New,0.0375,Credit Card,Retail
1015,11/16/23,Eve,East,1,Furniture,2928.74,3027.74,New,0.0375,Bank Transfer,Retail
1045,12/15/23,David,South,42,Clothing,3587.74,3745.91,Returning,0.025,Cash,Online
1065,11/24/23,Bob,East,18,Food,1239.09,1273.98,New,0.005,Bank Transfer,Retail
1089,9/24/23,Bob,South,48,Food,2246.67,2486.14,New,0.0075,Cash,Retail
1071,12/27/23,David,East,40,Food,1447.72,1875.75,New,0.0325,Cash,Retail
1009,8/17/23,Bob,West,33,Clothing,450.72,918.17,Returning,0.0275,Cash,Online
1088,9/27/23,Eve,North,12,Clothing,4389.24,4856.22,Returning,0.0375,Cash,Retail
1001,11/12/23,Alice,North,8,Electronics,3657.91,3729.27,New,0.0225,Bank Transfer,Retail
1008,10/13/23,Eve,West,24,Electronics,1542.24,1739.45,Returning,0.0525,Bank Transfer,Retail
1088,10/18/23,Eve,West,16,Furniture,3016.9,3040.73,New,0.065,Bank Transfer,Retail
1063,8/1/23,Bob,South,4,Electronics,1046.26,1475.29,Returning,0.0225,Bank Transfer,Retail
1011,6/14/23,Alice,South,38,Furniture,4456.67,4642.46,New,0.015,Bank Transfer,Online
1081,1/5/23,Bob,South,44,Food,618.79,938.04,Returning,0.0075,Cash,Online
1008,12/5/23,Charlie,East,27,Electronics,68.99,429.29,Returning,0.045,Credit Card,Retail
1035,3/19/23,Bob,South,9,Clothing,2534.94,2755.56,Returning,0.0325,Credit Card,Retail
1035,3/3/23,Bob,West,47,Electronics,2936.48,3096.64,New,0.015,Bank Transfer,Online
1033,5/12/23,Bob,North,16,Furniture,2915.88,3397.36,New,0.05,Bank Transfer,Retail
1005,3/30/23,Alice,East,12,Electronics,319.83,802.43,New,0.01,Credit Card,Retail
1041,8/25/23,Bob,South,31,Food,1604.52,1756.34,Returning,0.0425,Cash,Retail
1028,2/11/23,Alice,East,24,Clothing,2521.03,2766.05,Returning,0.04,Bank Transfer,Retail
1007,3/30/23,David,East,14,Furniture,1122.07,1608.76,New,0.055,Cash,Retail
1073,10/23/23,Charlie,South,45,Clothing,4369.5,4381.89,Returning,0.005,Credit Card,Retail
1072,11/24/23,Alice,East,25,Clothing,481.19,693.4,New,0.0675,Credit Card,Retail
1012,10/22/23,David,North,34,Furniture,2462.55,2521.77,New,0.0525,Bank Transfer,Retail
1034,4/14/23,Alice,West,3,Clothing,3472.51,3732,New,0.015,Cash,Online
1033,1/14/23,Alice,West,24,Clothing,1345.67,1367.76,New,0.015,Bank Transfer,Online
1048,10/15/23,Charlie,North,42,Electronics,3139.99,3349.37,Returning,0.0325,Credit Card,Retail
1023,6/28/23,Eve,East,9,Clothing,4155.46,4273.6,Returning,0.0625,Cash,Retail
1062,5/5/23,Eve,South,26,Clothing,992.17,1263.49,Returning,0.0625,Bank Transfer,Retail
1088,12/19/23,Alice,East,20,Clothing,4590.24,5088.28,New,0.04,Bank Transfer,Retail
1037,1/23/23,Bob,North,40,Clothing,2790.11,3192.37,Returning,0.065,Bank Transfer,Online
1099,3/4/23,David,East,10,Furniture,1531.2,1955.56,New,0,Credit Card,Online
1044,5/23/23,Bob,West,19,Food,2182.75,2504.03,New,0.0025,Bank Transfer,Online
1086,6/2/23,Bob,East,3,Electronics,1595.35,1625.71,New,0.0675,Cash,Online
1091,5/25/23,Alice,North,24,Clothing,3639.3,3750.63,New,0.0575,Bank Transfer,Retail
1035,8/13/23,Alice,West,5,Clothing,3991.69,4454.97,New,0.035,Credit Card,Retail
1065,11/5/23,Alice,East,3,Furniture,4173.04,4362.44,New,0.0575,Bank Transfer,Retail
1099,4/14/23,Alice,East,27,Food,4929.55,4990.33,Returning,0.0725,Credit Card,Online
1047,4/14/23,Eve,West,16,Clothing,3966.86,4321.04,Returning,0.0575,Credit Card,Retail
1078,2/8/23,Alice,South,49,Furniture,3026.85,3183.58,Returning,0.0625,Cash,Retail
1003,7/17/23,Eve,West,15,Electronics,1729.14,1870.88,Returning,0.0575,Cash,Online
1001,5/14/23,Eve,South,35,Electronics,2745.75,3244.76,New,0.0125,Bank Transfer,Online
1005,3/8/23,Alice,North,12,Clothing,253.29,683.78,New,0.0625,Credit Card,Online
1090,6/28/23,Charlie,North,41,Clothing,3736.88,3946.77,Returning,0.015,Credit Card,Online
1014,2/11/23,David,West,44,Food,2257.48,2747.81,Returning,0.0675,Cash,Online
1027,1/15/23,Bob,West,26,Food,149.11,477.67,Returning,0.035,Cash,Retail
1009,4/21/23,Eve,North,47,Clothing,359.41,733,Returning,0.05,Bank Transfer,Retail
1079,6/6/23,David,South,34,Furniture,1967.96,1993.4,Returning,0.0375,Credit Card,Online
1015,10/16/23,Charlie,North,23,Food,2937.94,3007.53,Returning,0.0075,Cash,Retail
1090,8/19/23,Bob,West,31,Clothing,2347.81,2668.02,Returning,0.0225,Bank Transfer,Retail
1042,6/6/23,Bob,North,20,Food,3115.06,3565.58,Returning,0.075,Credit Card,Retail
1077,2/7/23,Eve,West,12,Clothing,2427.46,2743.09,New,0.0725,Credit Card,Retail
1051,4/7/23,Alice,West,23,Electronics,3325.43,3401.1,New,0.025,Cash,Online
1063,10/16/23,Charlie,North,4,Clothing,1134.67,1201.39,New,0.075,Bank Transfer,Retail
1096,9/11/23,Eve,South,23,Electronics,608.57,1032.22,New,0.0625,Cash,Retail
1052,7/15/23,Charlie,East,48,Food,3002.35,3080.61,Returning,0.045,Bank Transfer,Retail
1096,3/27/23,Alice,North,48,Clothing,2449.21,2714.12,New,0.0025,Credit Card,Online
1004,11/18/23,Alice,East,1,Food,182.99,211.18,Returning,0.0675,Bank Transfer,Retail
1094,1/10/23,Eve,North,25,Electronics,1933.39,1982.92,New,0.0425,Bank Transfer,Online
1023,1/5/23,Alice,East,2,Clothing,575.32,914.77,Returning,0.065,Bank Transfer,Online
1015,5/3/23,David,South,30,Food,2680.22,3027.92,Returning,0.0625,Bank Transfer,Online
1043,11/26/23,Bob,South,3,Electronics,2009.1,2186.42,New,0.0625,Bank Transfer,Online
1029,12/19/23,Eve,North,21,Food,3085.1,3200.75,New,0.0525,Cash,Retail
1036,4/28/23,Charlie,West,25,Furniture,4037.73,4446.45,Returning,0.0225,Bank Transfer,Online
1013,10/21/23,David,East,20,Electronics,1533.36,1649.74,Returning,0.025,Bank Transfer,Online
1032,6/8/23,Eve,West,49,Electronics,4812.41,5088,Returning,0.0225,Credit Card,Online
1071,10/30/23,Alice,West,22,Electronics,2701.39,3185.81,New,0.0025,Bank Transfer,Online
1059,8/16/23,Alice,West,21,Clothing,3110.54,3192.99,New,0.0425,Credit Card,Online
1086,12/31/23,Alice,South,33,Clothing,3419.33,3890.36,Returning,0.0525,Cash,Retail
1028,8/4/23,Alice,North,38,Clothing,3350.32,3449.94,New,0.065,Cash,Online
1066,7/3/23,Charlie,North,15,Furniture,2579.31,2867.36,Returning,0.01,Bank Transfer,Retail
1042,1/15/23,David,South,46,Furniture,2172.38,2367.11,New,0.04,Cash,Retail
1045,6/6/23,Bob,South,15,Electronics,316.22,799.04,New,0,Bank Transfer,Online
1062,5/16/23,Charlie,North,46,Furniture,159.32,303.36,New,0.0075,Cash,Retail
1057,9/18/23,Charlie,West,25,Food,1821.91,2027.74,New,0.005,Bank Transfer,Retail
1006,6/6/23,Bob,East,21,Electronics,1701.62,2193.22,New,0.055,Bank Transfer,Retail
1028,2/16/23,Bob,East,24,Electronics,1969.09,2241.96,Returning,0.005,Credit Card,Online
1028,11/20/23,Alice,East,5,Food,734.92,991.21,Returning,0.0525,Credit Card,Online
1044,11/28/23,Charlie,West,6,Electronics,3703.93,3840.24,New,0.0175,Credit Card,Online
1084,6/22/23,Eve,North,49,Furniture,4291.97,4645.64,Returning,0.065,Credit Card,Online
1030,5/10/23,Bob,South,43,Clothing,4696.64,4713.68,Returning,0.06,Bank Transfer,Online
1062,4/5/23,Bob,North,48,Food,2487.19,2521.45,New,0.0725,Cash,Online
1075,4/25/23,David,West,44,Furniture,3519.29,3822.98,Returning,0.0675,Bank Transfer,Online
1092,8/31/23,Eve,South,47,Food,4284.98,4462.4,New,0.07,Credit Card,Retail
1089,10/19/23,Eve,West,23,Food,2120.54,2597.67,Returning,0.065,Credit Card,Retail
1062,10/9/23,Bob,East,4,Electronics,1581.59,2034.15,Returning,0.0525,Cash,Online
1097,10/26/23,Alice,East,27,Electronics,4686.79,5046.51,Returning,0.0125,Credit Card,Retail
1001,10/10/23,David,West,18,Furniture,2602.6,3013.49,Returning,0.02,Bank Transfer,Online
1027,3/10/23,Eve,South,21,Food,2511.41,2848.4,Returning,0.015,Bank Transfer,Online
1062,5/28/23,Bob,South,28,Electronics,933.16,1004.7,Returning,0.045,Bank Transfer,Online
1077,1/11/23,Eve,North,35,Electronics,585.37,970.49,Returning,0.0375,Bank Transfer,Retail
1003,9/11/23,David,East,22,Food,4218.43,4331.42,New,0.065,Bank Transfer,Online
1070,11/26/23,David,North,40,Furniture,3089.96,3258.45,New,0.0725,Cash,Online
1072,12/26/23,Charlie,North,23,Furniture,1662.83,2074.25,New,0.03,Bank Transfer,Online
1027,2/7/23,Bob,West,3,Food,999.09,1271.99,New,0.0375,Credit Card,Online
1009,5/14/23,David,West,40,Furniture,2799.71,3231.08,Returning,0.0725,Credit Card,Retail
1062,7/19/23,Charlie,North,10,Electronics,2940.4,3054.79,Returning,0.02,Credit Card,Online
1037,1/23/23,Charlie,East,25,Food,1074.62,1382.43,Returning,0.06,Credit Card,Retail
1097,10/30/23,Eve,West,49,Electronics,4264.46,4315.52,New,0.0175,Cash,Retail
1051,12/12/23,Eve,North,8,Clothing,467.11,792.21,New,0.05,Credit Card,Online
1044,10/29/23,Charlie,North,11,Clothing,1812.66,2196.3,New,0.02,Cash,Online
1024,12/29/23,Eve,North,5,Furniture,3417.9,3714.52,Returning,0.0675,Credit Card,Retail
1079,8/6/23,David,North,45,Clothing,1406.9,1547.35,New,0.0425,Cash,Retail
1059,5/21/23,Alice,North,37,Electronics,4146.99,4172.35,Returning,0.015,Cash,Retail
1032,4/14/23,David,North,45,Clothing,3712.35,3780.88,New,0.0175,Cash,Retail
1096,7/29/23,Charlie,West,38,Electronics,3955.66,4270.59,Returning,0.0375,Credit Card,Online
1088,4/21/23,Charlie,East,29,Furniture,639.58,1107.45,New,0.0725,Cash,Retail
1052,4/14/23,David,North,5,Furniture,745.71,856.91,Returning,0.0575,Bank Transfer,Retail
1062,11/12/23,Eve,South,9,Electronics,1468.05,1838.21,New,0.0375,Bank Transfer,Retail
1058,6/20/23,Eve,West,48,Clothing,2614.48,3049.04,New,0.025,Credit Card,Retail
1052,12/22/23,Charlie,West,2,Furniture,3752.68,4017.91,Returning,0.04,Bank Transfer,Online
1012,11/20/23,Bob,North,1,Food,4190.83,4528.77,Returning,0.055,Bank Transfer,Online
1039,5/13/23,Eve,West,40,Furniture,3536.46,3945.82,New,0.06,Bank Transfer,Online
1002,10/20/23,David,North,30,Clothing,4646.55,4784.28,Returning,0.025,Credit Card,Retail
1003,11/24/23,Eve,East,11,Food,3706.78,3862.26,New,0.055,Credit Card,Retail
1056,5/7/23,David,East,28,Clothing,1566.03,1576.34,Returning,0.05,Bank Transfer,Online
1081,4/16/23,Charlie,West,44,Electronics,1362.15,1844.07,New,0.0725,Credit Card,Online
1059,4/2/23,Eve,West,12,Food,3496.15,3955.75,Returning,0.07,Cash,Retail
1002,10/14/23,David,South,39,Clothing,1004.71,1389.35,New,0.06,Bank Transfer,Online
1002,2/20/23,Charlie,West,26,Food,508.94,557.69,New,0.055,Credit Card,Retail
1092,1/29/23,Bob,South,13,Clothing,2684.5,2913.78,New,0.02,Credit Card,Retail
1054,10/23/23,David,East,8,Food,4117.13,4177.06,Returning,0.0625,Bank Transfer,Retail
1087,10/24/23,Bob,East,28,Clothing,551.83,569.63,New,0.0325,Credit Card,Retail
1096,8/2/23,Bob,North,30,Electronics,3969.86,4281.79,Returning,0.02,Bank Transfer,Retail
1097,9/24/23,Alice,East,9,Food,4067.28,4548.09,Returning,0.03,Credit Card,Retail
1001,9/14/23,Eve,South,39,Food,2437.26,2889.67,Returning,0.0625,Cash,Online
1019,10/29/23,David,West,31,Food,333.69,685.1,New,0.01,Bank Transfer,Online
1002,4/11/23,Bob,North,21,Food,914.22,971.57,Returning,0.035,Cash,Online
1053,12/12/23,Alice,South,47,Electronics,3551.76,3696.1,Returning,0.0375,Bank Transfer,Retail
1044,4/20/23,Charlie,West,34,Food,3573.3,3740.13,Returning,0.0025,Credit Card,Online
1090,7/1/23,David,North,31,Furniture,4496.86,4880.8,New,0.015,Cash,Retail
1032,11/9/23,Bob,East,25,Electronics,2934.3,3337.4,Returning,0.0625,Credit Card,Retail
1070,1/1/23,Eve,South,12,Furniture,664.33,863.03,Returning,0.0625,Bank Transfer,Retail
1032,11/15/23,Alice,West,1,Food,651,865.76,Returning,0.0225,Bank Transfer,Retail
1068,2/24/23,Bob,North,22,Clothing,3619.61,3651.42,Returning,0.065,Bank Transfer,Online
1055,5/29/23,Eve,North,40,Furniture,959.73,1111.41,New,0.0575,Bank Transfer,Online
1075,11/5/23,Bob,East,37,Food,1675.51,1906.64,New,0.0325,Bank Transfer,Online
1056,5/17/23,David,West,47,Furniture,2461.7,2529.02,Returning,0.055,Cash,Retail
1017,7/21/23,David,East,1,Food,172.59,404.69,Returning,0.0725,Bank Transfer,Online
1038,11/9/23,David,East,1,Food,1281.65,1709.71,Returning,0.035,Credit Card,Online
1024,4/27/23,Alice,West,42,Food,2069.05,2363.9,Returning,0.0175,Cash,Online
1069,6/3/23,David,West,42,Clothing,1434.2,1482.88,New,0.07,Credit Card,Retail
1098,10/18/23,Eve,West,21,Furniture,725.03,828.95,New,0.045,Bank Transfer,Online
1070,3/4/23,Bob,South,15,Electronics,3653.66,3896.19,New,0.0075,Credit Card,Retail
1086,9/1/23,Charlie,West,17,Electronics,4075.08,4262.21,New,0.0425,Cash,Online
1011,1/25/23,Eve,North,22,Electronics,1324.52,1510.3,Returning,0.0375,Cash,Retail
1016,3/31/23,Eve,East,38,Electronics,3883.38,4152.72,Returning,0.065,Cash,Online
1097,3/16/23,David,South,35,Food,1958.49,2254.84,New,0.04,Credit Card,Online
1073,10/21/23,Alice,West,45,Furniture,2558.09,2958.55,New,0.02,Cash,Online
1059,7/29/23,Bob,South,16,Furniture,4287.21,4464.28,Returning,0.05,Credit Card,Retail
1070,12/13/23,Alice,West,8,Clothing,3762.27,4166.95,Returning,0.04,Bank Transfer,Online
1080,1/17/23,Bob,South,47,Furniture,4035.33,4211.25,Returning,0.0175,Bank Transfer,Online
1093,5/8/23,Bob,East,17,Furniture,727.38,764.54,Returning,0.0425,Credit Card,Retail
1003,12/30/23,Alice,East,17,Furniture,395.11,676.66,Returning,0.0625,Cash,Retail
1020,9/8/23,Eve,North,26,Clothing,4472.35,4770.42,New,0.0025,Credit Card,Retail
1059,6/28/23,Bob,North,13,Electronics,1969.78,2437.7,New,0.0475,Credit Card,Retail
1036,7/1/23,Alice,West,17,Furniture,1475,1840.77,Returning,0.025,Credit Card,Online
1019,6/1/23,Bob,East,38,Clothing,3637.25,4096.96,Returning,0.0225,Bank Transfer,Online
1090,1/25/23,Charlie,South,17,Clothing,4190.26,4645.35,New,0.03,Credit Card,Retail
1067,6/29/23,Eve,South,48,Food,4319.32,4625.56,Returning,0.025,Bank Transfer,Online
1019,7/17/23,David,South,14,Clothing,1614.19,1882.79,New,0.0625,Credit Card,Retail
1020,12/10/23,Bob,North,45,Electronics,4268.45,4551.6,New,0.02,Bank Transfer,Online
1096,6/10/23,Charlie,South,6,Furniture,252.62,742,New,0.055,Credit Card,Retail
1071,6/26/23,David,North,35,Clothing,295.82,684.67,New,0.0075,Credit Card,Online
1052,10/12/23,David,North,46,Electronics,3136.42,3198.49,Returning,0.0725,Cash,Retail
1033,3/4/23,Bob,West,14,Clothing,362.38,753.81,Returning,0.0475,Cash,Retail
1040,5/30/23,Alice,South,47,Clothing,1656.82,1750.38,New,0.0525,Credit Card,Online
1039,6/3/23,Bob,South,8,Clothing,3380.14,3609.34,Returning,0.0225,Credit Card,Online
1082,6/5/23,Charlie,East,15,Clothing,1719.47,1832.6,Returning,0.03,Credit Card,Online
1001,2/18/23,David,West,27,Clothing,939.02,1286.92,Returning,0.0175,Credit Card,Retail
1011,12/3/23,Bob,East,13,Electronics,1442.69,1882.57,Returning,0.07,Cash,Online
1092,3/25/23,Alice,West,49,Furniture,2315,2467.28,New,0.0375,Bank Transfer,Retail
1057,12/27/23,Bob,South,31,Furniture,2403.16,2453.35,Returning,0.0475,Credit Card,Online
1089,6/26/23,Eve,North,35,Furniture,3925.85,4082.11,New,0.055,Cash,Online
1050,5/28/23,Alice,North,6,Furniture,3763.26,4102.72,New,0.0275,Credit Card,Retail
1023,4/28/23,Charlie,North,5,Electronics,2311.25,2482.34,Returning,0.055,Credit Card,Retail
1031,12/8/23,David,North,22,Food,4236.05,4382.32,New,0.05,Bank Transfer,Online
1094,3/4/23,Bob,North,49,Food,615.47,715.84,Returning,0.0525,Credit Card,Retail
1042,7/8/23,Alice,East,23,Electronics,1314,1567.78,Returning,0.0375,Credit Card,Retail
1099,12/26/23,Eve,West,25,Electronics,4148.48,4293.69,New,0.0275,Bank Transfer,Online
1007,2/18/23,Alice,South,34,Clothing,1921.07,2289.27,Returning,0.0175,Bank Transfer,Retail
1016,11/23/23,Eve,East,26,Clothing,4906.85,4954.39,New,0.0625,Bank Transfer,Online
