Emp_ID,Age,Gender,City,Education_Level,Salary,Total Business Value,Quarterly Rating,TenureMonths,Attrition
1064,31,Female,Delhi,Bachelor,1317233,5965926,4,91,No
1065,57,Male,Hyderabad,PhD,1438013,4797311,2,99,No
1066,35,Female,Mumbai,PhD,1185403,3184734,2,56,No
1067,52,Female,Hyderabad,Master,1878396,3536132,4,43,No
1068,36,Female,Ahmedabad,Bachelor,322856,3942389,1,11,Yes
1069,29,Female,Ahmedabad,Bachelor,1836870,5244290,1,20,No
1070,35,Female,Mumbai,Bachelor,583988,3292743,1,71,No
1071,44,Female,Pune,Master,1903500,5547477,2,70,Yes
1072,61,Male,Mumbai,Bachelor,1051494,5107383,2,93,No
1073,42,Female,Pune,Bachelor,583692,3943296,3,61,No
1074,37,Female,Pune,Bachelor,494969,1482836,1,33,No
1075,39,Male,Ahmedabad,Bachelor,1413587,4565107,4,8,No
1076,45,Female,Bangalore,Master,1673765,6338598,2,108,Yes
1077,47,Male,Kolkata,Master,1184784,2262350,4,61,No
1078,46,Female,Mumbai,Master,1901654,9656593,3,88,No
1079,62,Female,Delhi,Bachelor,370483,4920650,4,22,No
1080,50,Female,Delhi,Master,1374577,1029025,3,105,No
1081,36,Male,Mumbai,Bachelor,1602995,4557375,3,56,No
1082,22,Male,Kolkata,Bachelor,1692423,9173447,2,115,No
1083,46,Female,Bangalore,Bachelor,330225,5953354,1,86,No
1084,28,Female,Delhi,Bachelor,750606,3777682,4,48,No
1085,30,Male,Hyderabad,Bachelor,836736,4226082,2,21,No
1086,45,Male,Delhi,Bachelor,690438,4740973,2,21,No
1087,22,Male,Ahmedabad,PhD,1877583,6074001,1,61,No
1088,29,Female,Bangalore,PhD,811731,2183157,1,54,No
1089,45,Male,Pune,Bachelor,350445,6735846,3,59,No
1090,32,Male,Pune,Bachelor,773563,761088,2,6,No
1091,38,Male,Pune,Bachelor,1683164,4005571,1,25,No
1092,29,Male,Ahmedabad,Bachelor,809220,4552878,1,32,Yes
1093,56,Male,Bangalore,Bachelor,1700390,5731953,4,119,No
1094,56,Male,Pune,Bachelor,1362475,4238055,3,61,No
1095,54,Male,Kolkata,Master,660946,3219246,4,35,No
1096,26,Female,Pune,Bachelor,1598810,9580318,2,62,No
1097,63,Male,Bangalore,Bachelor,1636070,5297022,1,118,No
1098,60,Female,Ahmedabad,Master,1944140,4431387,2,73,No
1099,62,Female,Hyderabad,Master,300888,729751,4,25,No
1100,49,Male,Delhi,Bachelor,658911,1621971,1,103,No
1101,28,Female,Bangalore,Bachelor,1950320,6924261,2,89,No
1102,30,Female,Bangalore,PhD,656029,809291,3,102,No
1103,29,Male,Mumbai,Master,1863812,8380456,3,49,No
1104,33,Female,Pune,Bachelor,1893357,7944406,1,8,Yes
1105,55,Male,Chennai,Master,1785043,3225315,1,103,No
1106,54,Male,Hyderabad,Bachelor,1311122,5931481,2,43,No
1107,44,Male,Chennai,Master,625430,1828360,1,39,No
1108,45,Male,Mumbai,Bachelor,1306595,5820376,3,110,No
1109,58,Male,Hyderabad,Bachelor,359605,9889264,3,34,No
1110,56,Male,Pune,Master,687120,6308882,1,29,No
1111,61,Male,Chennai,Master,1087536,6520432,1,43,No
1112,43,Female,Ahmedabad,Bachelor,1182210,7348402,3,60,No
1113,48,Male,Pune,Bachelor,849741,3245487,1,46,No
1114,56,Female,Pune,Bachelor,1037460,6561780,2,46,No
1115,22,Male,Delhi,Bachelor,1726277,7358847,4,66,No
1116,56,Male,Hyderabad,Bachelor,868696,4726970,3,55,No
1117,58,Male,Hyderabad,Master,1053118,3642676,3,63,No
1118,35,Female,Mumbai,Bachelor,1291448,5513580,1,84,Yes
1119,24,Female,Ahmedabad,Master,420073,4780676,4,87,No
1120,22,Female,Bangalore,Master,1941210,6052272,4,31,No
1121,26,Female,Pune,Bachelor,1898064,3691923,1,109,Yes
1122,47,Female,Pune,Master,1895581,5790532,1,44,No
1123,35,Female,Chennai,PhD,609249,9002719,4,27,No
1124,60,Male,Mumbai,Bachelor,969246,9363280,3,21,No
1125,48,Male,Hyderabad,PhD,643514,8160668,4,115,No
1126,30,Female,Delhi,Master,705963,1039540,3,60,No
1127,36,Female,Hyderabad,Bachelor,382551,3239500,1,105,No
1128,36,Female,Delhi,Bachelor,968404,9288202,4,68,No
1129,47,Female,Delhi,Master,1536367,6547249,2,44,No
1130,63,Female,Hyderabad,Bachelor,413423,8153859,1,41,No
1131,34,Male,Chennai,Master,1196216,1423815,2,80,No
1132,53,Male,Pune,Master,374257,6525914,2,46,No
1133,60,Male,Delhi,Bachelor,379078,8797729,1,49,No
1134,53,Male,Chennai,Bachelor,932617,6472146,2,9,No
1135,25,Male,Mumbai,Bachelor,1443015,893443,3,38,No
1136,51,Male,Mumbai,Bachelor,683391,8919309,1,95,No
1137,58,Male,Delhi,Master,333915,2664038,1,87,No
1138,44,Male,Pune,Bachelor,1775121,3699592,4,76,No
1139,60,Female,Delhi,Bachelor,1148048,3629309,4,104,No
1140,36,Female,Mumbai,Bachelor,1106402,6369388,4,2,Yes
1141,64,Male,Kolkata,Master,1792039,921984,2,93,Yes
1142,50,Male,Mumbai,Bachelor,610643,4017002,1,119,No
1143,57,Male,Hyderabad,PhD,1907804,4218812,4,19,No
1144,34,Female,Kolkata,Master,965982,8994810,2,14,No
1145,53,Female,Pune,Master,380056,1762234,3,64,No
1146,28,Male,Hyderabad,Bachelor,1283123,9538062,4,54,No
1147,43,Female,Kolkata,Bachelor,902776,5334060,4,23,No
1148,49,Male,Chennai,Bachelor,1461925,2489523,4,5,No
1149,23,Male,Kolkata,Bachelor,1552059,2011619,4,28,No
1150,63,Male,Chennai,Master,1697782,1781482,3,51,No
1151,27,Male,Chennai,Bachelor,763831,3511239,1,84,No
1152,49,Male,Kolkata,Bachelor,1644393,1737370,4,10,Yes
1153,49,Female,Kolkata,Master,765545,9945852,1,11,No
1154,41,Male,Bangalore,Bachelor,843904,8891511,3,76,No
1155,51,Male,Kolkata,Bachelor,811048,7802115,2,71,Yes
1156,32,Male,Chennai,Bachelor,822129,2933769,1,24,No
1157,49,Male,Delhi,Master,1297058,1010978,1,69,No
1158,46,Female,Hyderabad,Bachelor,653376,9159404,1,45,No
1159,60,Male,Chennai,Master,522793,2193427,1,87,No
1160,54,Male,Pune,Bachelor,1395842,4604545,4,87,No
1161,22,Female,Ahmedabad,Bachelor,1846301,2902799,2,8,No
1162,48,Male,Kolkata,Master,1537393,3161896,4,34,No
1163,34,Male,Chennai,Master,705766,5861947,3,34,No
1164,62,Male,Delhi,Bachelor,1534133,3778393,2,102,No
1165,24,Male,Ahmedabad,Master,1273577,7109473,4,50,Yes
1166,60,Female,Kolkata,Bachelor,1849819,6322321,3,46,No
1167,27,Male,Delhi,Master,1434618,8922956,3,2,No
1168,29,Male,Ahmedabad,Master,583628,9413667,3,42,No
1169,48,Female,Ahmedabad,Bachelor,1278499,5596572,3,66,No
1170,30,Male,Delhi,PhD,403618,4997729,2,61,Yes
1171,58,Male,Delhi,Bachelor,1894806,1145309,4,2,No
1172,54,Female,Delhi,Master,302370,8539660,2,116,No
1173,63,Male,Pune,PhD,1426744,2444634,3,31,No
1174,45,Female,Bangalore,Bachelor,1667961,3986900,4,47,No
1175,36,Male,Mumbai,Bachelor,1622919,6818615,2,100,No
1176,53,Female,Bangalore,Master,1478438,1325440,2,61,No
1177,53,Male,Mumbai,Bachelor,342593,8258305,4,8,No
1178,45,Male,Hyderabad,Master,501929,7506672,3,110,No
1179,62,Female,Kolkata,Bachelor,1929634,5913370,1,52,Yes
1180,33,Male,Delhi,Master,1865431,7743821,3,72,No
1181,60,Female,Hyderabad,Bachelor,1153339,2988787,4,98,No
1182,23,Female,Hyderabad,Bachelor,1858538,1958920,2,118,No
1183,24,Female,Kolkata,Master,759591,1925747,1,21,Yes
1184,58,Female,Mumbai,Master,1813619,3459062,1,43,No
1185,38,Male,Pune,Bachelor,1458788,5542878,2,15,No
1186,23,Female,Delhi,Bachelor,1706845,5451032,2,58,No
1187,23,Male,Ahmedabad,Master,512904,4991229,3,84,No
1188,49,Male,Chennai,Master,1813740,7411781,3,116,No
1189,44,Female,Kolkata,Master,577194,2431792,1,69,No
1190,58,Female,Ahmedabad,Master,717401,8240186,4,13,No
1191,53,Male,Kolkata,Bachelor,1048641,7461212,3,16,Yes
1192,54,Female,Ahmedabad,Master,1197259,2761649,1,119,No
1193,22,Male,Hyderabad,Master,1713762,8649846,1,38,Yes
1194,40,Female,Bangalore,Bachelor,845678,7441747,3,3,Yes
1195,23,Male,Ahmedabad,Bachelor,1961691,4954446,2,65,No
1196,47,Male,Delhi,Bachelor,1793243,4401825,4,59,No
1197,53,Female,Ahmedabad,Master,316224,576638,4,104,No
1198,27,Male,Pune,Master,1957399,6328944,2,47,No
1199,53,Male,Delhi,Master,1185627,1799305,2,70,No
1200,25,Female,Chennai,Bachelor,746378,6139122,1,39,No
1201,32,Female,Chennai,Master,997080,8396636,3,51,No
1202,38,Female,Hyderabad,Master,597208,9364872,1,50,No
1203,59,Female,Ahmedabad,Bachelor,1500941,3874147,3,91,No
1204,45,Female,Bangalore,Bachelor,486740,8940968,2,1,No
1205,26,Male,Hyderabad,Master,1537167,9385734,1,24,No
1206,55,Male,Pune,PhD,1335368,5758266,4,13,Yes
1207,27,Female,Mumbai,Bachelor,1294548,5247650,1,30,Yes
1208,43,Male,Chennai,Bachelor,1558720,524513,2,86,No
1209,32,Male,Bangalore,Bachelor,300864,5716448,1,52,Yes
1210,37,Male,Chennai,Bachelor,365443,4046808,1,1,Yes
1211,54,Male,Pune,Bachelor,1781142,6883155,3,29,No
1212,30,Male,Pune,Bachelor,1360348,3916119,1,90,Yes
1213,27,Female,Ahmedabad,Master,885084,6446965,4,72,No
1214,37,Female,Chennai,Master,1301792,2946924,3,101,No
1215,50,Male,Hyderabad,Bachelor,311058,8548459,3,87,No
1216,24,Male,Chennai,Master,644991,8385825,4,87,Yes
1217,41,Female,Ahmedabad,Master,913099,2713374,2,114,No
1218,57,Female,Hyderabad,Bachelor,319327,5423820,3,34,No
1219,40,Female,Chennai,Bachelor,812403,3384782,3,62,No
1220,47,Female,Hyderabad,Master,1611066,3849574,1,66,No
1221,24,Male,Ahmedabad,Master,306819,1014386,1,101,No
1222,40,Female,Mumbai,Bachelor,1990399,8570945,2,18,No
1223,41,Female,Delhi,Bachelor,548166,3198368,3,62,No
1224,53,Male,Delhi,Master,407576,2413965,4,61,Yes
1225,28,Female,Hyderabad,Bachelor,1028604,9470926,2,19,Yes
1226,62,Female,Hyderabad,Master,694326,6569892,2,52,No
1227,54,Female,Kolkata,Master,892249,4499219,4,46,No
1228,61,Female,Kolkata,Bachelor,1275778,2922172,2,77,Yes
1229,60,Female,Mumbai,Bachelor,486446,6886814,3,116,No
1230,39,Male,Ahmedabad,Bachelor,440650,8463863,1,93,No
1231,61,Male,Delhi,Bachelor,1221907,1422714,1,66,No
1232,22,Male,Mumbai,Bachelor,303160,8879669,3,8,No
1233,32,Male,Kolkata,Master,1968048,2157644,4,84,No
1234,49,Male,Kolkata,Bachelor,1517202,5303773,3,10,No
1235,46,Female,Pune,Bachelor,1126654,7079619,4,88,No
1236,44,Female,Chennai,Master,807850,9000715,4,24,No
1237,52,Female,Kolkata,Master,1838270,7837705,1,27,No
1238,51,Female,Delhi,PhD,503407,1655841,2,20,Yes
1239,63,Female,Hyderabad,Bachelor,1479811,6046876,4,83,Yes
1240,56,Female,Ahmedabad,Bachelor,567558,5973427,4,19,No
1241,28,Female,Bangalore,Bachelor,1898090,4671190,2,59,No
1242,37,Female,Kolkata,Bachelor,1852019,6252929,4,19,No
1243,47,Female,Pune,Master,854969,8840033,4,3,No
1244,23,Female,Chennai,Bachelor,998679,3216979,1,58,No
1245,22,Female,Bangalore,Master,1815248,5552024,1,65,No
1246,33,Female,Mumbai,Bachelor,783058,5361068,3,96,No
1247,26,Female,Chennai,Bachelor,1749433,2477844,4,119,No
1248,58,Male,Mumbai,Master,527497,7740080,3,37,Yes
1249,53,Female,Mumbai,Bachelor,1203214,1680959,1,94,No
1250,30,Male,Hyderabad,Bachelor,549861,9678679,4,39,No
1251,62,Female,Mumbai,Bachelor,885580,8915093,2,37,No
1252,56,Female,Kolkata,PhD,1079810,4491437,1,109,No
1253,40,Female,Bangalore,Bachelor,622630,527028,1,24,No
1254,37,Male,Pune,Bachelor,409860,764303,4,118,No
1255,24,Male,Ahmedabad,Master,362641,4997493,4,23,No
1256,41,Female,Kolkata,Master,583535,7751594,2,74,No
1257,45,Female,Hyderabad,Master,1517354,3295996,4,26,No
1258,54,Female,Pune,Bachelor,1833755,6033401,4,80,No
1259,45,Female,Mumbai,PhD,1902098,7516084,3,1,No
1260,32,Male,Delhi,Master,1731341,5327026,1,7,No
1261,29,Male,Chennai,Bachelor,1580326,6366735,3,13,No
1262,57,Female,Hyderabad,Bachelor,1022827,8997318,2,53,No
1263,59,Male,Mumbai,PhD,397855,636206,4,61,No
1264,61,Male,Hyderabad,Master,1765202,6590547,3,36,No
1265,41,Female,Delhi,Master,1437383,7799614,3,103,No
1266,56,Female,Ahmedabad,Master,1233396,1214874,4,21,No
1267,46,Female,Bangalore,Bachelor,1705956,3705306,2,20,No
1268,56,Male,Kolkata,Bachelor,1372409,4720401,4,20,No
1269,46,Female,Bangalore,Bachelor,1268245,4259386,2,74,Yes
1270,50,Male,Chennai,Bachelor,1531743,9763110,1,64,No
1271,39,Female,Bangalore,Bachelor,1576034,9367149,1,1,Yes
1272,39,Female,Ahmedabad,Bachelor,799338,3045885,3,109,No
1273,23,Male,Kolkata,Master,335864,9025200,2,117,No
1274,56,Male,Kolkata,Bachelor,415595,2338912,1,44,No
1275,37,Male,Ahmedabad,Bachelor,1484320,7078492,2,91,No
1276,62,Male,Delhi,Master,1094883,8714572,1,63,Yes
1277,57,Male,Pune,Master,904542,9446604,4,33,No
1278,54,Male,Ahmedabad,Bachelor,471968,4424153,2,78,No
1279,25,Female,Delhi,Master,1052325,2266449,4,19,No
1280,54,Male,Delhi,Master,1780097,9597381,1,91,Yes
1281,35,Male,Mumbai,Bachelor,1223098,2327964,2,41,No
1282,42,Female,Ahmedabad,Bachelor,1882188,9436625,3,53,No
1283,41,Male,Bangalore,Bachelor,968175,9027819,3,24,No
1284,29,Male,Hyderabad,Master,342637,5237568,1,75,No
1285,28,Female,Kolkata,Bachelor,1742661,2806814,4,55,No
1286,24,Female,Chennai,Bachelor,1465295,9044319,3,95,No
1287,38,Female,Pune,Master,1675856,9004325,3,76,No
1288,54,Male,Kolkata,Bachelor,324508,1246815,4,53,No
1289,33,Female,Hyderabad,Bachelor,408084,729871,1,90,No
1290,43,Male,Mumbai,Bachelor,1468501,6022177,3,85,No
1291,43,Female,Ahmedabad,Bachelor,1986713,1139743,2,98,No
1292,51,Male,Mumbai,Master,1455646,7457782,3,38,No
1293,59,Female,Pune,Master,938177,5232386,4,37,No
1294,59,Female,Hyderabad,Bachelor,1191104,7066894,4,3,Yes
1295,29,Female,Pune,Bachelor,1849494,3541258,1,89,Yes
1296,48,Male,Pune,Bachelor,699520,4800607,4,47,No
1297,48,Male,Bangalore,PhD,538653,9076505,1,6,Yes
1298,55,Female,Ahmedabad,Master,511878,6045924,2,108,No
1299,42,Female,Hyderabad,Bachelor,1856876,5800233,1,45,No
1300,51,Female,Bangalore,Bachelor,531240,8735338,2,87,No
1301,54,Female,Kolkata,Bachelor,412012,7387294,4,39,No
1302,49,Male,Bangalore,Bachelor,584900,8733895,3,72,No
1303,54,Female,Kolkata,PhD,1209749,3707326,4,5,No
1304,26,Female,Chennai,Master,1065287,8693182,3,100,Yes
1305,40,Male,Bangalore,Master,1895199,1013658,2,83,No
1306,25,Male,Delhi,Bachelor,1150757,8378448,3,90,No
1307,56,Female,Mumbai,Bachelor,808555,5114629,3,107,No
1308,38,Female,Mumbai,Bachelor,1465441,543847,1,102,Yes
1309,49,Male,Delhi,Bachelor,1589120,3447132,4,115,No
1310,51,Male,Kolkata,Bachelor,996974,1230831,3,101,Yes
1311,50,Female,Kolkata,Bachelor,1243266,5076400,3,82,No
1312,27,Male,Ahmedabad,Bachelor,807230,4703861,3,9,No
1313,56,Male,Pune,Bachelor,1357245,7169524,4,32,No
1314,62,Female,Hyderabad,PhD,658010,6459580,1,23,No
1315,58,Female,Hyderabad,PhD,1382405,3215619,4,39,No
1316,45,Male,Hyderabad,Bachelor,1578927,8225112,4,80,No
1317,50,Female,Bangalore,Bachelor,1921289,2086336,1,66,No
1318,52,Female,Hyderabad,Bachelor,1885004,7335711,3,7,No
1319,56,Female,Hyderabad,Master,1249479,2919247,4,52,No
1320,54,Female,Kolkata,PhD,868144,9945591,4,70,No
1321,42,Female,Hyderabad,Master,1092315,6329235,4,26,No
1322,53,Male,Mumbai,Master,1136102,4497847,1,4,No
1323,44,Male,Delhi,Bachelor,1917463,2673522,1,52,No
1324,54,Female,Chennai,Bachelor,925540,1944258,2,94,Yes
1325,24,Female,Kolkata,Bachelor,985223,9390296,3,93,No
1326,39,Female,Pune,Master,1536796,3997622,1,38,No
1327,46,Male,Delhi,Bachelor,844474,693680,3,113,No
1328,63,Male,Hyderabad,Master,1405984,5927319,2,47,Yes
1329,52,Male,Pune,Master,1265059,6924374,2,103,No
1330,24,Male,Pune,Bachelor,1188768,6451014,1,112,No
1331,61,Female,Delhi,PhD,754236,2066319,4,63,No
1332,45,Female,Delhi,Bachelor,1357620,1988297,2,1,No
1333,53,Male,Delhi,PhD,1770633,7169483,2,97,Yes
1334,43,Male,Kolkata,PhD,1610626,8677782,2,59,Yes
1335,44,Female,Kolkata,Bachelor,1066689,3301051,2,26,No
1336,23,Female,Chennai,Bachelor,1456033,5075121,2,64,No
1337,48,Female,Delhi,Bachelor,1949944,4065547,1,115,Yes
1338,63,Female,Chennai,Master,1176549,5815934,4,28,No
1339,23,Female,Bangalore,Bachelor,1189095,9130225,2,93,Yes
1340,47,Male,Ahmedabad,PhD,821122,8595216,4,100,Yes
1341,38,Female,Mumbai,Bachelor,353300,1570446,2,67,Yes
1342,61,Male,Ahmedabad,Master,1760488,5584080,1,103,No
1343,54,Male,Chennai,PhD,1560704,7910657,4,44,No
1344,30,Female,Mumbai,Master,630533,8883908,1,45,No
1345,64,Male,Hyderabad,Bachelor,1404918,7712045,3,13,No
1346,60,Male,Bangalore,Bachelor,1589558,2287202,3,108,No
1347,50,Female,Pune,Bachelor,1855373,8875550,4,2,No
1348,63,Male,Delhi,Bachelor,1318240,9410215,1,9,Yes
1349,47,Female,Hyderabad,Bachelor,862026,5978500,4,69,No
1350,56,Female,Pune,Bachelor,1326927,633572,3,66,Yes
1351,46,Male,Kolkata,Master,1756663,6416160,1,24,No
1352,45,Female,Mumbai,Bachelor,1444961,8500419,4,89,No
1353,34,Female,Pune,Master,508638,7426564,4,69,No
1354,28,Male,Ahmedabad,Bachelor,1456351,7407754,2,32,No
1355,57,Female,Delhi,Bachelor,1606873,7101341,1,94,Yes
1356,41,Male,Delhi,Bachelor,1218121,5950699,4,78,No
1357,22,Male,Ahmedabad,Bachelor,1412419,9504809,1,118,Yes
1358,29,Female,Chennai,Bachelor,335127,8292519,3,17,No
1359,37,Male,Chennai,Master,1434427,6596439,4,74,No
1360,35,Female,Kolkata,PhD,1583554,2897584,4,98,No
1361,33,Male,Mumbai,Bachelor,1072127,7602282,3,83,No
1362,44,Female,Delhi,Bachelor,967212,9965071,4,53,No
1363,36,Female,Bangalore,Bachelor,319269,4052564,2,84,No
1364,49,Male,Hyderabad,Master,1442281,2859607,4,76,No
1365,55,Male,Mumbai,Master,1193818,7344664,3,101,No
1366,23,Female,Mumbai,Master,1571719,3165823,1,118,No
1367,53,Female,Pune,Bachelor,426793,5054229,2,106,No
1368,44,Male,Mumbai,Bachelor,353281,6050281,4,90,No
1369,43,Female,Kolkata,Bachelor,1495630,826856,4,75,No
1370,46,Female,Ahmedabad,Master,1204480,8448902,4,10,No
1371,43,Male,Hyderabad,Bachelor,311210,4451096,2,73,No
1372,43,Male,Bangalore,Master,1931575,2080110,4,27,No
1373,63,Female,Pune,Bachelor,427483,6415848,1,10,Yes
1374,27,Male,Hyderabad,Bachelor,701045,7286355,2,32,No
1375,36,Male,Ahmedabad,Bachelor,1230735,5846481,4,5,Yes
1376,64,Female,Ahmedabad,Master,1534123,6252910,2,92,No
1377,58,Male,Chennai,Bachelor,1953981,5785784,1,92,No
1378,54,Male,Mumbai,PhD,967679,9271835,1,10,No
1379,29,Female,Kolkata,Bachelor,1754716,6723585,4,10,Yes
1380,26,Male,Delhi,Bachelor,992946,3557128,2,100,Yes
1381,60,Female,Chennai,Bachelor,1958284,9867726,1,46,No
1382,25,Male,Delhi,Master,1976263,2217436,4,59,No
1383,27,Male,Hyderabad,Bachelor,684506,4360806,3,52,Yes
1384,53,Female,Bangalore,Bachelor,682134,1455958,3,8,Yes
1385,51,Male,Delhi,Bachelor,1470490,8997267,4,15,Yes
1386,56,Male,Kolkata,Bachelor,1407232,2438293,3,71,No
1387,61,Male,Hyderabad,Master,1535039,8788958,2,113,No
1388,37,Male,Pune,Bachelor,1493721,9213302,4,75,No
1389,34,Male,Mumbai,Master,819784,7361587,1,32,No
1390,63,Male,Bangalore,Master,1094834,8902832,2,116,No
1391,51,Female,Ahmedabad,Master,1749741,8218950,1,93,No
1392,40,Male,Kolkata,Bachelor,1444771,4003742,1,43,No
1393,38,Male,Kolkata,Bachelor,1967009,9188144,2,58,No
1394,40,Female,Bangalore,PhD,1509801,9156053,3,71,No
1395,49,Female,Pune,Master,979482,6456060,2,77,No
1396,47,Female,Bangalore,Bachelor,1627068,5205665,2,39,No
1397,58,Male,Hyderabad,Bachelor,1749886,2955474,4,62,No
1398,47,Female,Bangalore,PhD,1740796,4502852,2,47,No
1399,44,Female,Bangalore,Bachelor,1159338,1850581,3,110,No
1400,30,Male,Bangalore,Master,1947980,3112151,2,115,No
1401,33,Female,Ahmedabad,Bachelor,1670087,7499359,3,115,No
1402,22,Male,Hyderabad,Bachelor,321626,5182309,3,35,Yes
1403,22,Male,Chennai,Bachelor,1909416,4175711,2,112,No
1404,55,Male,Mumbai,Bachelor,1705230,6578029,3,90,No
1405,53,Male,Delhi,Bachelor,1077785,7861914,3,89,No
1406,46,Male,Chennai,Master,948028,7073155,3,50,No
1407,61,Female,Bangalore,Master,718046,6747852,1,13,No
1408,22,Male,Pune,Master,1890500,4645616,4,41,No
1409,37,Female,Kolkata,Master,1505588,7129830,3,77,No
1410,60,Male,Pune,Bachelor,1105790,5599888,2,41,No
1411,26,Female,Hyderabad,Bachelor,817684,2394314,1,9,No
1412,43,Male,Mumbai,PhD,918837,2025873,3,39,No
1413,50,Male,Bangalore,Bachelor,1839903,7368426,4,94,No
1414,24,Male,Hyderabad,Bachelor,1745201,4305654,4,113,No
1415,33,Female,Delhi,PhD,922849,3408956,2,59,No
1416,47,Female,Mumbai,Bachelor,1286171,9650400,3,116,No
1417,37,Female,Mumbai,Master,1976245,1340317,2,23,Yes
1418,58,Male,Hyderabad,Master,1031364,7889531,4,25,No
1419,43,Male,Chennai,Bachelor,411955,9303874,3,27,No
1420,50,Female,Kolkata,Bachelor,308623,1232336,3,70,No
1421,35,Male,Pune,PhD,1770255,6657491,2,8,No
1422,49,Female,Chennai,Bachelor,633756,4325023,1,39,No
1423,26,Male,Mumbai,Bachelor,466787,1903603,2,99,No
1424,51,Female,Pune,Bachelor,1846265,7201522,4,33,No
1425,26,Female,Mumbai,Master,1249909,8206303,1,108,No
1426,33,Male,Ahmedabad,Master,1850506,7624561,4,56,No
